seed,mode,channel,feature,reliable_imputer,file,event_index,global_event,attack_id,target_points,target_class,targeted_channel,duration_seconds,detected,alarm_delay_censored,mean_event_score,max_event_score,normalized_mean_event_score,normalized_max_event_score
42,loo_sample,1,P1_B2004,True,test1.csv.gz,2,2,A102,P1_B3005,control_only,False,98,True,19,0.5159099102020264,1.5637117624282837,0.8633520838621933,2.6168014646658344
42,loo_sample,1,P1_B2004,True,test1.csv.gz,3,3,A103,P1_LCV01D,control_only,False,190,True,20,1.4594449996948242,2.4658994674682617,2.442315716081849,4.126572104419782
42,loo_sample,1,P1_B2004,True,test1.csv.gz,4,4,A104,P2_CO_rpm,control_only,False,60,True,3,1.7984625101089478,1.9689438343048096,3.009646306740964,3.294939152630369
42,loo_sample,1,P1_B2004,True,test1.csv.gz,5,5,A105,P2_ASD,control_only,False,89,True,7,2.523317813873291,3.3701775074005127,4.222659130546671,5.639840825814586
42,loo_sample,1,P1_B2004,True,test2.csv.gz,1,6,A201,P2_VTR02,control_only,False,83,True,49,8.428214073181152,37.60517501831055,14.104238045104008,62.930572904380284
42,loo_sample,1,P1_B2004,True,test2.csv.gz,2,7,A202,P1_B2016;P1_PIT01,mixed_control_sensor,False,422,True,72,1.2301722764968872,2.431421995162964,2.0586381021585467,4.068875601653584
42,loo_sample,1,P1_B2004,True,test2.csv.gz,3,8,A203,P1_LCV01D,control_only,False,17,False,17,0.36993998289108276,0.5175130367279053,0.6190779607390957,0.8660348441648018
42,loo_sample,1,P1_B2004,True,test2.csv.gz,4,9,A204,P1_B3005;P1_FT03,mixed_control_sensor,False,259,True,34,0.5178084373474121,1.4780398607254028,0.8665291838457851,2.473433381593627
42,loo_sample,1,P1_B2004,True,test2.csv.gz,5,10,A205,P1_B2016,control_only,False,123,False,123,0.2250075489282608,0.6796029210090637,0.37654003617776477,1.1372849919131176
42,loo_sample,1,P1_B2004,True,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.26917827129364014,0.6179203987121582,0.45045775794611637,1.0340620587811375
42,loo_sample,1,P1_B2004,True,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.110176086425781,18.600770950317383,16.918925998167673,31.127555497259735
42,loo_sample,1,P1_B2004,True,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,37,1.0031325817108154,2.894097089767456,1.6786973610779319,4.843141610464122
42,loo_sample,1,P1_B2004,True,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.7621029019355774,1.4594289064407349,1.275345007902353,2.442288784743297
42,loo_sample,1,P1_B2004,True,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,156,0.2876921594142914,0.7794094085693359,0.4814399189266964,1.3043066701444668
42,loo_sample,1,P1_B2004,True,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.8331568241119385,1.797705888748169,1.3942505582018643,3.0083801348462096
42,loo_sample,1,P1_B2004,True,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,42,0.4813896119594574,1.1801657676696777,0.805583913811737,1.9749544536204946
42,loo_sample,1,P1_B2004,True,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.0540920495986938,2.348696231842041,1.7639757438410772,3.930437748959029
42,loo_sample,1,P1_B2004,True,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.22251029312610626,0.5503215193748474,0.3723609906543268,0.9209383676317229
42,loo_sample,1,P1_B2004,True,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,False,151,True,9,0.3970683515071869,1.5722427368164062,0.664476068263961,2.6310776674867427
42,loo_sample,1,P1_B2004,True,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.30728569626808167,0.7785106301307678,0.5142288236141956,1.3028026047591665
42,loo_sample,1,P1_B2004,True,test2.csv.gz,17,22,A217,P2_RTR,control_only,False,184,True,151,3.5989224910736084,18.740169525146484,6.022635291324767,31.360832756886317
42,loo_sample,1,P1_B2004,True,test2.csv.gz,18,23,A218,P1_FCV03D,control_only,False,99,True,13,1.2584885358810425,2.6295011043548584,2.1060240915785204,4.400352102315147
42,loo_sample,1,P1_B2004,True,test2.csv.gz,19,24,A219,P3_LCP01D,control_only,False,119,False,119,0.28516682982444763,0.7019360065460205,0.47721389317933927,1.1746584083878153
42,loo_sample,1,P1_B2004,True,test2.csv.gz,20,25,A220,P3_LCV01D,control_only,False,119,False,119,0.2993483543395996,0.5769851207733154,0.5009460380759254,0.965558708073766
42,loo_sample,1,P1_B2004,True,test3.csv.gz,1,26,A301,P1_LCV01D;P1_B3005,control_only,False,132,True,18,0.5107407569885254,1.5985099077224731,0.854701737919175,2.6750345992891122
42,loo_sample,1,P1_B2004,True,test3.csv.gz,2,27,A302,P1_B2016;P1_PIT01;P1_B3005,mixed_control_sensor,False,421,True,16,1.1929984092712402,2.38297176361084,1.9964293034907503,3.9877963132992438
42,loo_sample,1,P1_B2004,True,test3.csv.gz,3,28,A303,P1_PCV01D;P1_LCV01D,control_only,False,189,True,4,1.3663221597671509,1.7923303842544556,2.2864788222426924,2.999384469295531
42,loo_sample,1,P1_B2004,True,test3.csv.gz,4,29,A304,P2_ASD;P2_VTR01,control_only,False,106,True,11,14.151837348937988,49.1302604675293,23.682464756104313,82.21728622875978
42,loo_sample,1,P1_B2004,True,test3.csv.gz,5,30,A305,P2_CO_rpm;P2_VTR02,control_only,False,84,True,0,11.298295974731445,18.960952758789062,18.90719131574052,31.730303590994758
42,loo_sample,1,P1_B2004,True,test3.csv.gz,6,31,A306,P1_B2016;P2_ASD,control_only,False,238,True,3,1.2371799945831299,3.582397699356079,2.070365203912625,5.99498179391641
42,loo_sample,1,P1_B2004,True,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.901023864746094,19.477941513061523,21.589284519118507,32.595461071996944
42,loo_sample,1,P1_B2004,True,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.339171051979065,3.745835542678833,2.241042661733909,6.268487690632732
42,loo_sample,1,P1_B2004,True,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,27,0.9943190217018127,2.127454996109009,1.663948263901184,3.560200468904528
42,loo_sample,1,P1_B2004,True,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,35,0.8883513808250427,2.0455169677734375,1.4866161720693094,3.4230808553592618
42,loo_sample,1,P1_B2004,True,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,26,1.2198400497436523,2.937929153442383,2.041347584333741,4.916492602110918
42,loo_sample,1,P1_B2004,True,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,258,True,7,1.2588881254196167,2.9659745693206787,2.1066927867402057,4.963425347077625
42,loo_sample,1,P1_B2004,True,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7959712743759155,2.1157114505767822,1.332022209377193,3.5405481724343786
42,loo_sample,1,P1_B2004,True,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.532449722290039,18.931291580200195,14.278671726433458,31.680666939637394
42,loo_sample,1,P1_B2004,True,test5.csv.gz,2,40,A502,P1_FCV03D;P1_FT03;P2_CO_rpm,mixed_control_sensor,False,258,True,5,0.6423102021217346,1.9108476638793945,1.074877300322827,3.1977178184219333
42,loo_sample,1,P1_B2004,True,test5.csv.gz,3,41,A503,P1_B3004;P1_LIT01;P2_CO_rpm,mixed_control_sensor,False,256,True,0,1.3705008029937744,3.401621103286743,2.293471594170662,5.692460272535172
42,loo_sample,1,P1_B2004,True,test5.csv.gz,4,42,A504,P1_FCV03D;P3_LCV01D,control_only,False,120,True,28,0.8525505661964417,2.3313310146331787,1.4267051153085208,3.9013778372040484
42,loo_sample,1,P1_B2004,True,test5.csv.gz,5,43,A505,P1_B3004;P2_ASD,control_only,False,203,True,1,1.0553874969482422,2.6050662994384766,1.7661436168488438,4.35946155277121
42,loo_sample,1,P1_B2004,True,test5.csv.gz,6,44,A506,P2_CO_rpm;P2_SIT01;P3_LCV01D,mixed_control_sensor,False,153,True,6,0.4864262640476227,1.7378007173538208,0.8140125250673408,2.908131518693092
42,loo_sample,1,P1_B2004,True,test5.csv.gz,7,45,A507,P2_ASD;P2_VTR01,control_only,False,79,True,5,13.056892395019531,61.18583297729492,21.850123510110972,102.3917458439708
42,loo_sample,1,P1_B2004,True,test5.csv.gz,8,46,A508,P1_FCV03D;P1_LCV01D,control_only,False,51,True,13,0.7085458636283875,1.4648864269256592,1.18571970760546,2.4514217003748944
42,loo_sample,1,P1_B2004,True,test5.csv.gz,9,47,A509,P1_B2016;P1_PCV01D,control_only,False,241,False,241,0.2821836769580841,0.7855121493339539,0.47222172072301666,1.3145193329606168
42,loo_sample,1,P1_B2004,True,test5.csv.gz,10,48,A510,P1_B3004;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,262,True,15,1.4977397918701172,3.4029183387756348,2.506400332352667,5.6946311379138885
42,loo_sample,1,P1_B2004,True,test5.csv.gz,11,49,A511,P2_RTR;P3_LCV01D,control_only,False,120,True,37,8.850361824035645,19.120027542114258,14.810683362766627,31.99650810259244
42,loo_sample,1,P1_B2004,True,test5.csv.gz,12,50,A512,P1_B3005;P1_FCV03D;P1_FT03,mixed_control_sensor,False,262,True,17,1.2300344705581665,2.4066002368927,2.05840749010398,4.0273375030360095
42,loo_sample,2,P1_B2016,True,test1.csv.gz,1,1,A101,P1_B2016,control_only,True,192,True,57,0.8060545921325684,1.8675329685211182,1.3494551927276806,3.1265277644451213
42,loo_sample,2,P1_B2016,True,test1.csv.gz,2,2,A102,P1_B3005,control_only,False,98,True,19,0.5159267783164978,1.56399405002594,0.8637381101253704,2.6183584992908133
42,loo_sample,2,P1_B2016,True,test1.csv.gz,3,3,A103,P1_LCV01D,control_only,False,190,True,20,1.4594286680221558,2.465834856033325,2.4433005080557075,4.1281740509404825
42,loo_sample,2,P1_B2016,True,test1.csv.gz,4,4,A104,P2_CO_rpm,control_only,False,60,True,3,1.798427939414978,1.9689228534698486,3.0108356745034746,3.296269501629622
42,loo_sample,2,P1_B2016,True,test1.csv.gz,5,5,A105,P2_ASD,control_only,False,89,True,7,2.522918939590454,3.3696110248565674,4.22374129133603,5.641229687600722
42,loo_sample,2,P1_B2016,True,test2.csv.gz,1,6,A201,P2_VTR02,control_only,False,83,True,49,8.428211212158203,37.60500717163086,14.11007827095413,62.95637131234519
42,loo_sample,2,P1_B2016,True,test2.csv.gz,2,7,A202,P1_B2016;P1_PIT01,mixed_control_sensor,True,422,True,72,1.2301106452941895,2.430647373199463,2.059388054015121,4.069264974691015
42,loo_sample,2,P1_B2016,True,test2.csv.gz,3,8,A203,P1_LCV01D,control_only,False,17,False,17,0.3699747323989868,0.5172313451766968,0.619392692116485,0.8659221489497115
42,loo_sample,2,P1_B2016,True,test2.csv.gz,4,9,A204,P1_B3005;P1_FT03,mixed_control_sensor,False,259,True,34,0.5178048014640808,1.4780359268188477,0.8668822000087414,2.474451824915266
42,loo_sample,2,P1_B2016,True,test2.csv.gz,5,10,A205,P1_B2016,control_only,True,123,False,123,0.22493238747119904,0.67952561378479,0.37657024877506423,1.1376268767197049
42,loo_sample,2,P1_B2016,True,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.2691849172115326,0.618051290512085,0.4506555609019231,1.0347097225102186
42,loo_sample,2,P1_B2016,True,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.110485076904297,18.60122299194336,16.926454760250675,31.141212025295616
42,loo_sample,2,P1_B2016,True,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,37,1.0031405687332153,2.8942575454711914,1.6794064108379896,4.845417310376195
42,loo_sample,2,P1_B2016,True,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.762066125869751,1.459363341331482,1.2758119621104638,2.4431911414658836
42,loo_sample,2,P1_B2016,True,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,156,0.2877088785171509,0.7794830799102783,0.4816674253807524,1.3049705318908387
42,loo_sample,2,P1_B2016,True,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.8330803513526917,1.7977851629257202,1.3947003305545305,3.0097595711233085
42,loo_sample,2,P1_B2016,True,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,42,0.48110175132751465,1.1791249513626099,0.8054358388327632,1.974030424268526
42,loo_sample,2,P1_B2016,True,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.0540480613708496,2.348634958267212,1.764633119995306,3.9319640024260223
42,loo_sample,2,P1_B2016,True,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.2224704623222351,0.5502912402153015,0.37244862015486546,0.9212693270023117
42,loo_sample,2,P1_B2016,True,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,False,151,True,9,0.39713943004608154,1.572147011756897,0.6648704335207799,2.632007769019359
42,loo_sample,2,P1_B2016,True,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.3071728050708771,0.7781856656074524,0.5142529313938193,1.3027984675106388
42,loo_sample,2,P1_B2016,True,test2.csv.gz,17,22,A217,P2_RTR,control_only,False,184,True,151,3.599196434020996,18.74278450012207,6.025589786278125,31.378207030555387
42,loo_sample,2,P1_B2016,True,test2.csv.gz,18,23,A218,P1_FCV03D,control_only,False,99,True,13,1.2584789991378784,2.629326343536377,2.10688089479433,4.401883101085663
42,loo_sample,2,P1_B2016,True,test2.csv.gz,19,24,A219,P3_LCP01D,control_only,False,119,False,119,0.28520211577415466,0.7018795013427734,0.47747073196384276,1.1750506069945523
42,loo_sample,2,P1_B2016,True,test2.csv.gz,20,25,A220,P3_LCV01D,control_only,False,119,False,119,0.29931339621543884,0.5769037008285522,0.5010951128102404,0.9658225415318626
42,loo_sample,2,P1_B2016,True,test3.csv.gz,1,26,A301,P1_LCV01D;P1_B3005,control_only,False,132,True,18,0.510772705078125,1.5985956192016602,0.8551094254641743,2.676286668991039
42,loo_sample,2,P1_B2016,True,test3.csv.gz,2,27,A302,P1_B2016;P1_PIT01;P1_B3005,mixed_control_sensor,True,421,True,16,1.192878007888794,2.3827884197235107,1.9970550850375128,3.9891419732007947
42,loo_sample,2,P1_B2016,True,test3.csv.gz,3,28,A303,P1_PCV01D;P1_LCV01D,control_only,False,189,True,4,1.366340160369873,1.7923885583877563,2.287456510315684,3.0007248530186876
42,loo_sample,2,P1_B2016,True,test3.csv.gz,4,29,A304,P2_ASD;P2_VTR01,control_only,False,106,True,12,14.152120590209961,49.130882263183594,23.692753325851967,82.25239932935129
42,loo_sample,2,P1_B2016,True,test3.csv.gz,5,30,A305,P2_CO_rpm;P2_VTR02,control_only,False,84,True,0,11.298604965209961,18.96143341064453,18.915544045897246,31.744257804992586
42,loo_sample,2,P1_B2016,True,test3.csv.gz,6,31,A306,P1_B2016;P2_ASD,control_only,True,238,True,3,1.237000584602356,3.5812785625457764,2.0709228364823793,5.995592606259721
42,loo_sample,2,P1_B2016,True,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.901924133300781,19.47896957397461,21.59973863779921,32.610690264836784
42,loo_sample,2,P1_B2016,True,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.3391402959823608,3.745817184448242,2.2419198945610277,6.271054715027189
42,loo_sample,2,P1_B2016,True,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,27,0.99431312084198,2.127497434616089,1.6646279510269184,3.5617469197239253
42,loo_sample,2,P1_B2016,True,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,35,0.8883669972419739,2.0455522537231445,1.4872583931373662,3.4245585072338613
42,loo_sample,2,P1_B2016,True,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,26,1.2198694944381714,2.9379794597625732,2.042242845319519,4.918614293375079
42,loo_sample,2,P1_B2016,True,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,258,True,7,1.258872151374817,2.9663758277893066,2.1075390900739643,4.966154034060508
42,loo_sample,2,P1_B2016,True,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7959076166152954,2.115046739578247,1.332467647546606,3.5409026056590025
42,loo_sample,2,P1_B2016,True,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.533135414123535,18.934051513671875,14.285736980136992,31.69841643963453
42,loo_sample,2,P1_B2016,True,test5.csv.gz,2,40,A502,P1_FCV03D;P1_FT03;P2_CO_rpm,mixed_control_sensor,False,258,True,5,0.6422100067138672,1.9108238220214844,1.0751550041900575,3.199003087610422
42,loo_sample,2,P1_B2016,True,test5.csv.gz,3,41,A503,P1_B3004;P1_LIT01;P2_CO_rpm,mixed_control_sensor,False,256,True,0,1.3703739643096924,3.4016783237457275,2.294209697663247,5.694915112167612
42,loo_sample,2,P1_B2016,True,test5.csv.gz,4,42,A504,P1_FCV03D;P3_LCV01D,control_only,False,120,True,28,0.8525899052619934,2.331559181213379,1.4273622235425156,3.9033766136311883
42,loo_sample,2,P1_B2016,True,test5.csv.gz,5,43,A505,P1_B3004;P2_ASD,control_only,False,203,True,1,1.0553090572357178,2.6051268577575684,1.7667442144974197,4.361369565074218
42,loo_sample,2,P1_B2016,True,test5.csv.gz,6,44,A506,P2_CO_rpm;P2_SIT01;P3_LCV01D,mixed_control_sensor,False,153,True,6,0.48637211322784424,1.7372674942016602,0.8142592079982901,2.9084439988177233
