seed,mode,channel,feature,reliable_imputer,file,event_index,global_event,attack_id,target_points,target_class,targeted_channel,duration_seconds,detected,alarm_delay_censored,mean_event_score,max_event_score,normalized_mean_event_score,normalized_max_event_score,original_normalized_mean_event_score,original_normalized_max_event_score,original_detected,original_alarm_delay_censored,delta_normalized_mean_event_score,delta_normalized_max_event_score,delta_detected,delta_alarm_delay,delta_fpr
42,loo_sample,1,P1_B2004,True,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.2691782712936401,0.6179203987121582,0.4504577579461163,1.0340620587811375,0.4504446487400131,1.0339506785457768,False,256,-1.310920610320121e-05,-0.00011138023536072517,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.11017608642578,18.600770950317383,16.918925998167673,31.12755549725973,16.918194586176295,31.125993900324357,True,32,-0.0007314119913779393,-0.0015615969353746095,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,37,1.0031325817108154,2.894097089767456,1.678697361077932,4.843141610464122,1.6786446220288718,4.842917443123373,True,37,-5.273904906033522e-05,-0.00022416734074948153,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.7621029019355774,1.4594289064407349,1.275345007902353,2.442288784743297,1.275300403090872,2.4420516350899018,True,21,-4.4604811481052664e-05,-0.00023714965339527438,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,156,0.2876921594142914,0.7794094085693359,0.4814399189266964,1.3043066701444668,0.4814280266899958,1.3043920078429816,True,156,-1.1892236700616898e-05,8.53376985148202e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.8331568241119385,1.797705888748169,1.3942505582018645,3.0083801348462096,1.394230812388743,3.008266789044522,True,5,-1.9745813121474498e-05,-0.00011334580168753661,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,42,0.4813896119594574,1.1801657676696775,0.805583913811737,1.9749544536204944,0.8055625901987267,1.974836269580648,True,42,-2.1323613010326703e-05,-0.00011818403984631409,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.0540920495986938,2.348696231842041,1.7639757438410772,3.930437748959029,1.7639251772854758,3.9302530007892655,True,25,-5.0566555601427865e-05,-0.00018474816976343789,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.2225102931261062,0.5503215193748474,0.3723609906543268,0.9209383676317228,0.3723554798086014,0.9210626924850428,False,152,-5.510845725420488e-06,0.00012432485332003473,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,False,151,True,9,0.3970683515071869,1.5722427368164062,0.664476068263961,2.6310776674867427,0.6644571459235238,2.630909777684108,True,9,-1.892234043721075e-05,-0.00016788980263449105,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.3072856962680816,0.7785106301307678,0.5142288236141956,1.3028026047591663,0.514238045741882,1.3027649023582109,False,65,9.222127686392412e-06,-3.7702400955463844e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,17,22,A217,P2_RTR,control_only,False,184,True,151,3.5989224910736084,18.740169525146484,6.022635291324767,31.36083275688632,6.02241800861559,31.35932519557832,True,151,-0.00021728270917709125,-0.0015075613079993389,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,18,23,A218,P1_FCV03D,control_only,False,99,True,13,1.2584885358810425,2.6295011043548584,2.1060240915785204,4.400352102315147,2.10596383582762,4.399961738633976,True,13,-6.025575090040647e-05,-0.00039036368117084663,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,19,24,A219,P3_LCP01D,control_only,False,119,False,119,0.2851668298244476,0.7019360065460205,0.4772138931793392,1.174658408387815,0.4772092023971404,1.1747149024529664,False,119,-4.6907821988351195e-06,5.6494065151291295e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test2.csv.gz,20,25,A220,P3_LCV01D,control_only,False,119,False,119,0.2993483543395996,0.5769851207733154,0.5009460380759254,0.965558708073766,0.500909704871811,0.965510410712225,False,119,-3.633320411444707e-05,-4.829736154099429e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,1,26,A301,P1_LCV01D;P1_B3005,control_only,False,132,True,18,0.5107407569885254,1.5985099077224731,0.854701737919175,2.675034599289112,0.8546990712641881,2.675145741792234,True,18,-2.6666549869380773e-06,0.00011114250312216356,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,2,27,A302,P1_B2016;P1_PIT01;P1_B3005,mixed_control_sensor,False,421,True,16,1.1929984092712402,2.38297176361084,1.9964293034907503,3.987796313299244,1.996367763542364,3.987661407657201,True,16,-6.153994838631327e-05,-0.00013490564204321487,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,3,28,A303,P1_PCV01D;P1_LCV01D,control_only,False,189,True,4,1.3663221597671509,1.7923303842544556,2.2864788222426924,2.999384469295531,2.2863962989808573,2.9993176590068464,True,4,-8.252326183511016e-05,-6.681028868449346e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,4,29,A304,P2_ASD;P2_VTR01,control_only,False,106,True,11,14.151837348937988,49.1302604675293,23.682464756104316,82.21728622875978,23.68158005477679,82.21514238444713,True,11,-0.0008847013275250504,-0.002143844312641363,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,5,30,A305,P2_CO_rpm;P2_VTR02,control_only,False,84,True,0,11.298295974731444,18.960952758789062,18.90719131574052,31.73030359099476,18.906636581556405,31.729334548467502,True,0,-0.0005547341841136699,-0.0009690425272594894,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,6,31,A306,P1_B2016;P2_ASD,control_only,False,238,True,3,1.23717999458313,3.582397699356079,2.070365203912625,5.99498179391641,2.070294986554162,5.9945191291369975,True,3,-7.021735846279853e-05,-0.00046266477941259154,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.901023864746094,19.477941513061523,21.589284519118507,32.595461071996944,21.58848783720447,32.5950324658064,True,23,-0.0007966819140357018,-0.00042860619054607696,0,0,0.0
42,loo_sample,1,P1_B2004,True,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.339171051979065,3.745835542678833,2.241042661733909,6.268487690632732,2.240961625026843,6.268277407670766,True,0,-8.103670706605115e-05,-0.0002102829619659019,0,0,0.0
42,loo_sample,1,P1_B2004,True,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,27,0.9943190217018129,2.127454996109009,1.663948263901184,3.560200468904528,1.6639004310787222,3.560132733825472,True,27,-4.783282246179077e-05,-6.773507905633025e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,35,0.8883513808250427,2.045516967773437,1.4866161720693094,3.4230808553592618,1.486576055586304,3.4228961161023,True,35,-4.011648300550341e-05,-0.00018473925696183002,0,0,0.0
42,loo_sample,1,P1_B2004,True,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,26,1.2198400497436523,2.937929153442383,2.041347584333741,4.916492602110918,2.041284173529059,4.916509330596655,True,26,-6.341080468175164e-05,1.6728485737083076e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,258,True,7,1.2588881254196167,2.9659745693206787,2.1066927867402057,4.963425347077625,2.106620941873943,4.963394465407625,True,7,-7.184486626243825e-05,-3.088166999987152e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7959712743759155,2.1157114505767822,1.332022209377193,3.5405481724343786,1.3319783929009406,3.5404742115300967,True,9,-4.3816476252400705e-05,-7.396090428191116e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.532449722290039,18.931291580200195,14.278671726433458,31.680666939637398,14.27850025419471,31.68079088916682,True,47,-0.0001714722387475831,0.00012394952942074156,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,2,40,A502,P1_FCV03D;P1_FT03;P2_CO_rpm,mixed_control_sensor,False,258,True,5,0.6423102021217346,1.9108476638793943,1.074877300322827,3.1977178184219333,1.0748385736410109,3.1977505189372315,True,5,-3.8726681816037e-05,3.2700515298245136e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,3,41,A503,P1_B3004;P1_LIT01;P2_CO_rpm,mixed_control_sensor,False,256,True,0,1.3705008029937744,3.401621103286743,2.293471594170662,5.692460272535172,2.2933872769387795,5.692228005424815,True,0,-8.431723188229157e-05,-0.00023226711035650993,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,4,42,A504,P1_FCV03D;P3_LCV01D,control_only,False,120,True,28,0.8525505661964417,2.3313310146331787,1.4267051153085208,3.901377837204048,1.4267048974448768,3.901294852001026,True,28,-2.1786364401421565e-07,-8.298520302174595e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,5,43,A505,P1_B3004;P2_ASD,control_only,False,203,True,1,1.0553874969482422,2.605066299438477,1.7661436168488438,4.35946155277121,1.766107551343392,4.359291382744424,True,1,-3.606550545187659e-05,-0.00017017002678532123,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,6,44,A506,P2_CO_rpm;P2_SIT01;P3_LCV01D,mixed_control_sensor,False,153,True,6,0.4864262640476227,1.7378007173538208,0.8140125250673408,2.908131518693092,0.8139916110259362,2.907890748439597,True,6,-2.091404140458497e-05,-0.00024077025349500403,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,7,45,A507,P2_ASD;P2_VTR01,control_only,False,79,True,5,13.056892395019531,61.18583297729492,21.85012351011097,102.3917458439708,21.849297097013608,102.38877517647258,True,5,-0.0008264130973607564,-0.0029706674982179493,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,8,46,A508,P1_FCV03D;P1_LCV01D,control_only,False,51,True,13,0.7085458636283875,1.4648864269256592,1.18571970760546,2.4514217003748944,1.1856789382650466,2.451420882108014,True,13,-4.076934041341573e-05,-8.182668804757043e-07,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,9,47,A509,P1_B2016;P1_PCV01D,control_only,False,241,False,241,0.2821836769580841,0.7855121493339539,0.4722217207230166,1.3145193329606168,0.4721975718794519,1.3145642847303936,False,241,-2.414884356471969e-05,4.495176977670212e-05,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,10,48,A510,P1_B3004;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,262,True,15,1.4977397918701172,3.4029183387756348,2.506400332352667,5.6946311379138885,2.506331128982596,5.694467831377492,True,15,-6.920337007088051e-05,-0.00016330653639684556,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,11,49,A511,P2_RTR;P3_LCV01D,control_only,False,120,True,37,8.850361824035645,19.120027542114254,14.810683362766628,31.99650810259244,14.81009146521183,31.994529302910028,True,37,-0.0005918975547984928,-0.0019787996824121024,0,0,0.0
42,loo_sample,1,P1_B2004,True,test5.csv.gz,12,50,A512,P1_B3005;P1_FCV03D;P1_FT03,mixed_control_sensor,False,262,True,17,1.2300344705581665,2.4066002368927,2.05840749010398,4.0273375030360095,2.0583529718738065,4.0270546558028055,True,17,-5.4518230173439264e-05,-0.0002828472332039311,0,0,0.0
42,loo_sample,2,P1_B2016,True,test1.csv.gz,1,1,A101,P1_B2016,control_only,True,192,True,57,0.8060545921325684,1.8675329685211184,1.3494551927276806,3.1265277644451213,1.3489529342308464,3.1247973848216684,True,57,-0.0005022584968341626,-0.0017303796234529045,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test1.csv.gz,2,2,A102,P1_B3005,control_only,False,98,True,19,0.5159267783164978,1.56399405002594,0.8637381101253704,2.6183584992908133,0.863357351084639,2.617034347156465,True,19,-0.0003807590407314265,-0.001324152134348111,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test1.csv.gz,3,3,A103,P1_LCV01D,control_only,False,190,True,20,1.4594286680221558,2.465834856033325,2.4433005080557075,4.1281740509404825,2.442237356319145,4.126478750429269,True,20,-0.0010631517365626841,-0.0016953005112139152,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test1.csv.gz,4,4,A104,P2_CO_rpm,control_only,False,60,True,3,1.798427939414978,1.9689228534698489,3.0108356745034746,3.296269501629622,3.0096037425121778,3.295057271858875,True,3,-0.0012319319912967863,-0.0012122297707470864,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test1.csv.gz,5,5,A105,P2_ASD,control_only,False,89,True,7,2.522918939590454,3.3696110248565674,4.22374129133603,5.641229687600722,4.2225036079490685,5.639718170528195,True,7,-0.0012376833869618409,-0.0015115170725268356,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,1,6,A201,P2_VTR02,control_only,False,83,True,49,8.428211212158203,37.60500717163086,14.11007827095413,62.95637131234519,14.1038975624737,62.92878388801508,True,49,-0.006180708480430397,-0.027587424330107524,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,2,7,A202,P1_B2016;P1_PIT01,mixed_control_sensor,True,422,True,72,1.2301106452941897,2.430647373199463,2.059388054015121,4.069264974691015,2.058497000582199,4.068844525697205,True,72,-0.00089105343292184,-0.0004204489938093303,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,3,8,A203,P1_LCV01D,control_only,False,17,False,17,0.3699747323989868,0.5172313451766968,0.619392692116485,0.8659221489497115,0.6191218158708665,0.8660795335704088,False,17,-0.000270876245618501,0.000157384620697254,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,4,9,A204,P1_B3005;P1_FT03,mixed_control_sensor,False,259,True,34,0.5178048014640808,1.4780359268188477,0.8668822000087414,2.474451824915266,0.8665001492652092,2.4732887090369737,True,34,-0.0003820507435321474,-0.00116311587829232,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,5,10,A205,P1_B2016,control_only,True,123,False,123,0.224932387471199,0.67952561378479,0.3765702487750642,1.1376268767197049,0.3765416881820355,1.1372058969183343,False,123,-2.8560593028692516e-05,-0.000420979801370569,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.2691849172115326,0.618051290512085,0.4506555609019231,1.0347097225102186,0.4504446487400131,1.0339506785457768,False,256,-0.00021091216190999296,-0.000759043964441819,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.110485076904297,18.60122299194336,16.926454760250675,31.141212025295616,16.918194586176295,31.125993900324357,True,32,-0.008260174074379734,-0.015218124971259073,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,37,1.003140568733215,2.8942575454711914,1.6794064108379896,4.845417310376195,1.6786446220288718,4.842917443123373,True,37,-0.0007617888091178138,-0.002499867252822696,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.762066125869751,1.459363341331482,1.2758119621104638,2.443191141465884,1.275300403090872,2.4420516350899018,True,21,-0.0005115590195918784,-0.0011395063759822577,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,156,0.2877088785171509,0.7794830799102783,0.4816674253807524,1.304970531890839,0.4814280266899958,1.3043920078429816,True,156,-0.00023939869075662035,-0.0005785240478572984,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.8330803513526917,1.7977851629257202,1.3947003305545305,3.0097595711233085,1.394230812388743,3.008266789044522,True,5,-0.00046951816578744143,-0.0014927820787864476,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,42,0.4811017513275146,1.17912495136261,0.8054358388327632,1.974030424268526,0.8055625901987267,1.974836269580648,True,42,0.00012675136596351777,0.0008058453121220222,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.0540480613708496,2.348634958267212,1.764633119995306,3.9319640024260223,1.7639251772854758,3.9302530007892655,True,25,-0.0007079427098302116,-0.0017110016367567482,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.2224704623222351,0.5502912402153015,0.3724486201548654,0.9212693270023116,0.3723554798086014,0.9210626924850428,False,152,-9.314034626400902e-05,-0.0002066345172687667,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,False,151,True,9,0.3971394300460815,1.572147011756897,0.6648704335207799,2.632007769019359,0.6644571459235238,2.630909777684108,True,9,-0.00041328759725611786,-0.001097991335250903,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.3071728050708771,0.7781856656074524,0.5142529313938193,1.3027984675106388,0.514238045741882,1.3027649023582109,False,65,-1.4885651937301958e-05,-3.35651524279168e-05,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,17,22,A217,P2_RTR,control_only,False,184,True,151,3.599196434020996,18.74278450012207,6.025589786278125,31.378207030555387,6.02241800861559,31.35932519557832,True,151,-0.003171777662535291,-0.018881834977065637,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,18,23,A218,P1_FCV03D,control_only,False,99,True,13,1.2584789991378784,2.629326343536377,2.10688089479433,4.401883101085663,2.10596383582762,4.399961738633976,True,13,-0.000917058966710016,-0.0019213624516867256,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,19,24,A219,P3_LCP01D,control_only,False,119,False,119,0.2852021157741546,0.7018795013427734,0.4774707319638427,1.1750506069945523,0.4772092023971404,1.1747149024529664,False,119,-0.0002615295667023343,-0.000335704541585935,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test2.csv.gz,20,25,A220,P3_LCV01D,control_only,False,119,False,119,0.2993133962154388,0.5769037008285522,0.5010951128102404,0.9658225415318626,0.500909704871811,0.965510410712225,False,119,-0.00018540793842947156,-0.0003121308196376571,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,1,26,A301,P1_LCV01D;P1_B3005,control_only,False,132,True,18,0.510772705078125,1.5985956192016602,0.8551094254641743,2.676286668991039,0.8546990712641881,2.675145741792234,True,18,-0.00041035419998625144,-0.0011409271988052083,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,2,27,A302,P1_B2016;P1_PIT01;P1_B3005,mixed_control_sensor,True,421,True,16,1.192878007888794,2.3827884197235107,1.9970550850375128,3.9891419732007942,1.996367763542364,3.987661407657201,True,16,-0.0006873214951488293,-0.0014805655435932152,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,3,28,A303,P1_PCV01D;P1_LCV01D,control_only,False,189,True,4,1.366340160369873,1.7923885583877563,2.287456510315684,3.000724853018688,2.2863962989808573,2.9993176590068464,True,4,-0.0010602113348268105,-0.0014071940118416393,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,4,29,A304,P2_ASD;P2_VTR01,control_only,False,106,True,12,14.15212059020996,49.1308822631836,23.692753325851967,82.25239932935129,23.68158005477679,82.21514238444713,True,11,-0.011173271075175961,-0.03725694490415776,0,1,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,5,30,A305,P2_CO_rpm;P2_VTR02,control_only,False,84,True,0,11.29860496520996,18.96143341064453,18.91554404589725,31.744257804992586,18.906636581556405,31.729334548467502,True,0,-0.008907464340843774,-0.014923256525083417,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,6,31,A306,P1_B2016;P2_ASD,control_only,True,238,True,3,1.237000584602356,3.5812785625457764,2.0709228364823797,5.995592606259721,2.070294986554162,5.9945191291369975,True,3,-0.0006278499282177386,-0.0010734771227234319,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.90192413330078,19.47896957397461,21.59973863779921,32.610690264836784,21.58848783720447,32.5950324658064,True,23,-0.011250800594737598,-0.01565779903038589,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.3391402959823608,3.745817184448242,2.241919894561028,6.271054715027189,2.240961625026843,6.268277407670766,True,0,-0.0009582695341849856,-0.002777307356423009,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,27,0.99431312084198,2.127497434616089,1.6646279510269184,3.5617469197239253,1.6639004310787222,3.560132733825472,True,27,-0.000727519948196198,-0.001614185898453524,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,35,0.8883669972419739,2.0455522537231445,1.4872583931373662,3.4245585072338613,1.486576055586304,3.4228961161023,True,35,-0.0006823375510622842,-0.0016623911315614137,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,26,1.2198694944381714,2.937979459762573,2.042242845319519,4.918614293375079,2.041284173529059,4.916509330596655,True,26,-0.0009586717904599418,-0.002104962778423314,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,258,True,7,1.258872151374817,2.966375827789306,2.1075390900739643,4.966154034060508,2.106620941873943,4.963394465407625,True,7,-0.0009181482000211183,-0.002759568652882294,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7959076166152954,2.115046739578247,1.332467647546606,3.5409026056590025,1.3319783929009406,3.5404742115300967,True,9,-0.0004892546456654046,-0.00042839412890582906,0,0,-2.545125067499824e-06
42,loo_sample,2,P1_B2016,True,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.533135414123535,18.934051513671875,14.285736980136992,31.69841643963453,14.27850025419471,31.68079088916682,True,47,-0.007236725942281197,-0.01762555046771297,0,0,-2.545125067499824e-06
