train_file,train_row,test_file,test_row,time
train1.csv.gz,173123,test3.csv.gz,323,2020-07-13 00:05:23
train1.csv.gz,173124,test3.csv.gz,324,2020-07-13 00:05:24
train1.csv.gz,173125,test3.csv.gz,325,2020-07-13 00:05:25
train1.csv.gz,173126,test3.csv.gz,326,2020-07-13 00:05:26
train1.csv.gz,173127,test3.csv.gz,327,2020-07-13 00:05:27
train1.csv.gz,173128,test3.csv.gz,328,2020-07-13 00:05:28
train1.csv.gz,173129,test3.csv.gz,329,2020-07-13 00:05:29
train1.csv.gz,173130,test3.csv.gz,330,2020-07-13 00:05:30
train1.csv.gz,173131,test3.csv.gz,331,2020-07-13 00:05:31
train1.csv.gz,173132,test3.csv.gz,332,2020-07-13 00:05:32
train1.csv.gz,173133,test3.csv.gz,333,2020-07-13 00:05:33
train1.csv.gz,173134,test3.csv.gz,334,2020-07-13 00:05:34
train1.csv.gz,173135,test3.csv.gz,335,2020-07-13 00:05:35
train1.csv.gz,173136,test3.csv.gz,336,2020-07-13 00:05:36
train1.csv.gz,173137,test3.csv.gz,337,2020-07-13 00:05:37
train1.csv.gz,173138,test3.csv.gz,338,2020-07-13 00:05:38
train1.csv.gz,173139,test3.csv.gz,339,2020-07-13 00:05:39
train1.csv.gz,173140,test3.csv.gz,340,2020-07-13 00:05:40
train1.csv.gz,173141,test3.csv.gz,341,2020-07-13 00:05:41
train1.csv.gz,173142,test3.csv.gz,342,2020-07-13 00:05:42
train1.csv.gz,173143,test3.csv.gz,343,2020-07-13 00:05:43
train1.csv.gz,173144,test3.csv.gz,344,2020-07-13 00:05:44
train1.csv.gz,173145,test3.csv.gz,345,2020-07-13 00:05:45
train1.csv.gz,173146,test3.csv.gz,346,2020-07-13 00:05:46
train1.csv.gz,173147,test3.csv.gz,347,2020-07-13 00:05:47
train1.csv.gz,173148,test3.csv.gz,348,2020-07-13 00:05:48
train1.csv.gz,173149,test3.csv.gz,349,2020-07-13 00:05:49
train1.csv.gz,173150,test3.csv.gz,350,2020-07-13 00:05:50
train1.csv.gz,173151,test3.csv.gz,351,2020-07-13 00:05:51
train1.csv.gz,173152,test3.csv.gz,352,2020-07-13 00:05:52
train1.csv.gz,173153,test3.csv.gz,353,2020-07-13 00:05:53
train1.csv.gz,173154,test3.csv.gz,354,2020-07-13 00:05:54
train1.csv.gz,173155,test3.csv.gz,355,2020-07-13 00:05:55
train1.csv.gz,173156,test3.csv.gz,356,2020-07-13 00:05:56
train1.csv.gz,173157,test3.csv.gz,357,2020-07-13 00:05:57
train1.csv.gz,173158,test3.csv.gz,358,2020-07-13 00:05:58
train1.csv.gz,173159,test3.csv.gz,359,2020-07-13 00:05:59
train1.csv.gz,173160,test3.csv.gz,360,2020-07-13 00:06:00
train1.csv.gz,173161,test3.csv.gz,361,2020-07-13 00:06:01
train1.csv.gz,173162,test3.csv.gz,362,2020-07-13 00:06:02
train1.csv.gz,173163,test3.csv.gz,363,2020-07-13 00:06:03
train1.csv.gz,173164,test3.csv.gz,364,2020-07-13 00:06:04
train1.csv.gz,173165,test3.csv.gz,365,2020-07-13 00:06:05
train1.csv.gz,173166,test3.csv.gz,366,2020-07-13 00:06:06
train1.csv.gz,173167,test3.csv.gz,367,2020-07-13 00:06:07
train1.csv.gz,173168,test3.csv.gz,368,2020-07-13 00:06:08
train1.csv.gz,173169,test3.csv.gz,369,2020-07-13 00:06:09
train1.csv.gz,173170,test3.csv.gz,370,2020-07-13 00:06:10
train1.csv.gz,173171,test3.csv.gz,371,2020-07-13 00:06:11
train1.csv.gz,173172,test3.csv.gz,372,2020-07-13 00:06:12
train1.csv.gz,173173,test3.csv.gz,373,2020-07-13 00:06:13
train1.csv.gz,173174,test3.csv.gz,374,2020-07-13 00:06:14
train1.csv.gz,173175,test3.csv.gz,375,2020-07-13 00:06:15
train1.csv.gz,173176,test3.csv.gz,376,2020-07-13 00:06:16
train1.csv.gz,173177,test3.csv.gz,377,2020-07-13 00:06:17
train1.csv.gz,173178,test3.csv.gz,378,2020-07-13 00:06:18
train1.csv.gz,173179,test3.csv.gz,379,2020-07-13 00:06:19
train1.csv.gz,173180,test3.csv.gz,380,2020-07-13 00:06:20
train1.csv.gz,173181,test3.csv.gz,381,2020-07-13 00:06:21
train1.csv.gz,173182,test3.csv.gz,382,2020-07-13 00:06:22
train1.csv.gz,173183,test3.csv.gz,383,2020-07-13 00:06:23
train1.csv.gz,173184,test3.csv.gz,384,2020-07-13 00:06:24
train1.csv.gz,173185,test3.csv.gz,385,2020-07-13 00:06:25
