run_index,run_id,fault_id,split,n_samples,fault_onset
71,3490896295,1,train,2000,600
72,3520115600,1,train,2000,600
73,3567232277,1,validation,2000,600
74,3579694882,1,validation,2000,600
75,3608899963,1,train,2000,600
76,3604552524,1,train,2000,600
77,3716504689,1,train,2000,600
78,3695654470,1,validation,2000,600
79,2348096927,1,train,2000,600
80,2318890920,1,test,2000,600
81,2289158641,1,test,2000,600
82,2310251462,1,test,2000,600
83,2365371715,1,test,2000,600
84,2369707892,1,test,2000,600
85,2407031085,1,test,2000,600
86,2394557210,1,test,2000,600
87,2246462503,1,test,2000,600
88,2216961552,1,test,2000,600
89,860453626,1,test,2000,600
90,847974605,1,test,2000,600
91,818785940,1,test,2000,600
92,823116963,1,test,2000,600
93,876663334,1,test,2000,600
94,897759249,1,test,2000,600
95,935593544,1,test,2000,600
96,906390655,1,test,2000,600
97,1029319490,1,test,2000,600
98,1016611189,1,test,2000,600
99,1931549888,1,test,2000,600
100,3599372029,2,train,2000,600
101,3570184356,2,train,2000,600
102,3574520467,2,train,2000,600
103,3493973014,2,train,2000,600
104,3515065889,2,validation,2000,600
105,3552909432,2,validation,2000,600
106,3523703375,2,validation,2000,600
107,3646633330,2,train,2000,600
108,3633930053,2,train,2000,600
109,1878262703,2,train,2000,600
110,1849059736,2,train,2000,600
111,1819334593,2,train,2000,600
112,1840430582,2,validation,2000,600
113,1761454963,2,train,2000,600
114,1765785924,2,validation,2000,600
115,1803124509,2,train,2000,600
116,1790645546,2,train,2000,600
117,1642549783,2,train,2000,600
118,1613051936,2,train,2000,600
119,2101455937,2,validation,2000,600
120,2089010806,2,train,2000,600
121,2126870575,2,train,2000,600
122,2131169816,2,train,2000,600
123,2051540125,2,train,2000,600
124,2072669866,2,train,2000,600
125,2043465971,2,train,2000,600
126,2014231236,2,train,2000,600
127,1934818809,2,validation,2000,600
128,1922078670,2,train,2000,600
129,3321744164,2,train,2000,600
130,3292504339,2,train,2000,600
131,3329826634,2,train,2000,600
132,3350951293,2,train,2000,600
133,3270796280,2,train,2000,600
134,3275098575,2,train,2000,600
135,3245389718,2,validation,2000,600
136,3232947617,2,train,2000,600
137,3421411996,2,validation,2000,600
138,3391942827,2,train,2000,600
139,1479209885,2,train,2000,600
140,1508415914,2,train,2000,600
141,1538140147,2,train,2000,600
142,1517047236,2,train,2000,600
143,1596152641,2,train,2000,600
144,1591816566,2,train,2000,600
145,1554485039,2,train,2000,600
146,1566958872,2,validation,2000,600
147,1446617637,2,train,2000,600
148,1476118546,2,train,2000,600
149,3767964920,2,train,2000,600
150,3780443855,2,train,2000,600
151,3809624214,2,train,2000,600
152,3805293217,2,train,2000,600
153,3885972516,2,validation,2000,600
154,3864876563,2,train,2000,600
155,3827034186,2,train,2000,600
156,3856237181,2,validation,2000,600
157,4001744192,2,train,2000,600
158,4014452599,2,validation,2000,600
159,4062395158,2,train,2000,600
160,4091629857,2,validation,2000,600
161,4054314872,2,train,2000,600
162,4033185103,2,train,2000,600
163,4113208266,2,train,2000,600
164,4108909053,2,train,2000,600
165,4138616740,2,train,2000,600
166,4151061907,2,train,2000,600
167,4231031470,2,train,2000,600
168,4260495513,2,train,2000,600
169,1251957875,2,validation,2000,600
170,1264399940,2,train,2000,600
171,1226541085,2,train,2000,600
172,1222238762,2,train,2000,600
173,1301738671,2,train,2000,600
174,1280614040,2,train,2000,600
175,1309810881,2,train,2000,600
176,1339050742,2,validation,2000,600
177,1150029259,2,train,2000,600
178,1162766332,2,train,2000,600
179,318524453,2,train,2000,600
180,322840082,2,test,2000,600
181,293115979,2,test,2000,600
182,280687228,2,test,2000,600
183,368436473,2,test,2000,600
184,339185358,2,test,2000,600
185,376516759,2,test,2000,600
186,397630112,2,test,2000,600
187,485432733,2,test,2000,600
188,489519018,2,test,2000,600
189,2856332096,2,test,2000,600
190,2877440375,2,test,2000,600
191,2848259886,2,test,2000,600
192,2819003673,2,test,2000,600
193,2907276188,2,test,2000,600
194,2894850475,2,test,2000,600
195,2932692978,2,test,2000,600
196,2937011653,2,test,2000,600
197,2756934392,2,test,2000,600
198,2777747663,2,test,2000,600
199,3928509818,2,test,2000,600
200,2710388331,3,train,2000,600
201,2748022834,3,train,2000,600
202,2718558725,3,train,2000,600
203,2806447232,3,train,2000,600
204,2793707191,3,train,2000,600
205,2764187886,3,validation,2000,600
206,2768257753,3,train,2000,600
207,2925266404,3,train,2000,600
208,2946396115,3,train,2000,600
209,418591545,3,validation,2000,600
210,422664462,3,train,2000,600
211,460842839,3,train,2000,600
212,448105824,3,train,2000,600
213,536517605,3,train,2000,600
214,507048402,3,validation,2000,600
215,478039947,3,train,2000,600
216,498869692,3,train,2000,600
217,383804033,3,train,2000,600
218,388106422,3,validation,2000,600
219,172399831,3,train,2000,600
220,193263328,3,train,2000,600
221,163727545,3,train,2000,600
222,134226574,3,validation,2000,600
223,223294475,3,validation,2000,600
224,210591292,3,train,2000,600
225,248242277,3,validation,2000,600
226,252283474,3,validation,2000,600
227,72732015,3,validation,2000,600
228,93824856,3,train,2000,600
229,3002792882,3,train,2000,600
230,3006828933,3,train,2000,600
231,2977837020,3,train,2000,600
232,2965128683,3,train,2000,600
233,3052622702,3,validation,2000,600
234,3023124825,3,validation,2000,600
235,3061286656,3,train,2000,600
236,3082153271,3,train,2000,600
237,3169430026,3,validation,2000,600
238,3173761085,3,train,2000,600
239,791528203,3,train,2000,600
240,787458364,3,train,2000,600
241,749279077,3,train,2000,600
242,762019154,3,train,2000,600
243,673475543,3,train,2000,600
244,702939616,3,train,2000,600
245,731955129,3,train,2000,600
246,711120270,3,train,2000,600
247,557748915,3,train,2000,600
248,553449604,3,train,2000,600
249,2542904430,3,train,2000,600
250,2522074713,3,train,2000,600
251,2484432896,3,train,2000,600
252,2513902135,3,validation,2000,600
253,2425883826,3,train,2000,600
254,2438620805,3,train,2000,600
255,2468141276,3,train,2000,600
256,2464068331,3,train,2000,600
257,2575496662,3,train,2000,600
258,2554372065,3,validation,2000,600
259,2233731968,3,train,2000,600
260,2229690807,3,train,2000,600
261,2258690030,3,train,2000,600
262,2271393241,3,validation,2000,600
263,2184029020,3,validation,2000,600
264,2213529963,3,train,2000,600
265,2175366962,3,train,2000,600
266,2154503429,3,train,2000,600
267,2335660600,3,train,2000,600
268,2331324431,3,train,2000,600
269,1033399525,3,train,2000,600
270,1012532946,3,train,2000,600
271,1042069643,3,train,2000,600
272,1071567548,3,train,2000,600
273,982631481,3,train,2000,600
274,995339790,3,train,2000,600
275,957681751,3,train,2000,600
276,953645664,3,train,2000,600
277,864763229,3,train,2000,600
278,843667306,3,train,2000,600
279,1710980275,3,train,2000,600
280,1681462916,3,test,2000,600
281,1719642333,3,test,2000,600
282,1740489450,3,test,2000,600
283,1660081263,3,test,2000,600
284,1664138840,3,test,2000,600
285,1635123201,3,test,2000,600
286,1622436406,3,test,2000,600
287,1810377995,3,test,2000,600
288,1781155644,3,test,2000,600
289,3712424918,3,test,2000,600
290,3699732961,3,test,2000,600
291,3737374648,3,test,2000,600
292,3741427087,3,test,2000,600
293,3662590730,3,test,2000,600
294,3683440957,3,test,2000,600
295,3653920612,3,test,2000,600
296,3624406355,3,test,2000,600
297,3545516654,3,test,2000,600
298,3533054041,3,test,2000,600
299,2637135340,3,test,2000,600
300,1072278472,4,validation,2000,600
301,1034884497,4,train,2000,600
302,1013809062,4,train,2000,600
303,958556451,4,train,2000,600
304,954204948,4,train,2000,600
305,984005965,4,train,2000,600
306,996464506,4,train,2000,600
307,809013319,4,train,2000,600
308,838531696,4,train,2000,600
309,2258085530,4,validation,2000,600
310,2270547117,4,train,2000,600
311,2232644340,4,train,2000,600
312,2228295875,4,train,2000,600
313,2174619206,4,train,2000,600
314,2153538673,4,validation,2000,600
315,2182797864,4,train,2000,600
316,2212016159,4,validation,2000,600
317,2290415394,4,train,2000,600
318,2303106325,4,train,2000,600
319,2485258612,4,validation,2000,600
320,2514510659,4,train,2000,600
321,2544295194,4,train,2000,600
322,2523182893,4,train,2000,600
323,2469110184,4,train,2000,600
324,2464795551,4,train,2000,600
325,2427418054,4,validation,2000,600
326,2439847921,4,train,2000,600
327,2586925260,4,train,2000,600
328,2616406779,4,train,2000,600
329,748580369,4,train,2000,600
330,761005094,4,train,2000,600
331,790280831,4,train,2000,600
332,785961032,4,train,2000,600
333,731367117,4,train,2000,600
334,710257914,4,train,2000,600
335,672338595,4,train,2000,600
336,701593748,4,train,2000,600
337,579682217,4,validation,2000,600
338,592401822,4,train,2000,600
339,2974373544,4,train,2000,600
340,2961915039,4,train,2000,600
341,2999812806,4,train,2000,600
342,3004164337,4,train,2000,600
343,3057712756,4,train,2000,600
344,3078788163,4,validation,2000,600
345,3049531930,4,train,2000,600
346,3020308525,4,train,2000,600
347,3210348304,4,validation,2000,600
348,3197660455,4,train,2000,600
349,167064013,4,train,2000,600
350,137845754,4,train,2000,600
351,175236515,4,train,2000,600
352,196317076,4,validation,2000,600
353,251435281,4,train,2000,600
354,255783718,4,train,2000,600
355,225987967,4,train,2000,600
356,213526344,4,train,2000,600
357,132538485,4,train,2000,600
358,103025218,4,train,2000,600
359,457219619,4,validation,2000,600
360,444789780,4,validation,2000,600
361,415517261,4,train,2000,600
362,419831930,4,train,2000,600
363,474560255,4,train,2000,600
364,495672520,4,train,2000,600
365,533586577,4,train,2000,600
366,504334502,4,train,2000,600
367,357814171,4,train,2000,600
368,345089452,4,train,2000,600
369,2751265094,4,train,2000,600
370,2722009969,4,train,2000,600
371,2692230440,4,validation,2000,600
372,2713339679,4,train,2000,600
373,2767540634,4,validation,2000,600
374,2771860397,4,train,2000,600
375,2809234932,4,train,2000,600
376,2796810179,4,validation,2000,600
377,2918164734,4,validation,2000,600
378,2888680137,4,train,2000,600
379,4221561104,4,train,2000,600
380,4200432423,4,test,2000,600
381,4162534782,4,test,2000,600
382,4191770441,4,test,2000,600
383,4237705676,4,test,2000,600
384,4250151931,4,test,2000,600
385,4279408034,4,test,2000,600
386,4275109781,4,test,2000,600
387,4119640232,4,test,2000,600
388,4098806431,4,test,2000,600
389,1126403701,4,test,2000,600
390,1122100290,4,test,2000,600
391,1084709403,4,test,2000,600
392,1097150508,4,test,2000,600
393,1143613097,4,test,2000,600
394,1172851870,4,test,2000,600
395,1202647751,4,test,2000,600
396,1181522160,4,test,2000,600
397,1295048653,4,test,2000,600
398,1290974714,4,test,2000,600
399,55306319,4,test,2000,600
400,1223596894,5,train,2000,600
401,1252533511,5,train,2000,600
402,1265258288,5,validation,2000,600
403,1311070645,5,train,2000,600
404,1340552066,5,train,2000,600
405,1302433243,5,validation,2000,600
406,1281615852,5,validation,2000,600
407,1195352273,5,train,2000,600
408,1191037670,5,train,2000,600
409,4052784652,5,train,2000,600
410,4031970363,5,train,2000,600
411,4061413986,5,train,2000,600
412,4090898517,5,train,2000,600
413,4137238224,5,train,2000,600
414,4149957863,5,train,2000,600
415,4112378558,5,train,2000,600
416,4108288137,5,train,2000,600
417,4286826420,5,train,2000,600
418,4265717123,5,train,2000,600
419,3810867682,5,train,2000,600
420,3806811093,5,train,2000,600
421,3768708492,5,train,2000,600
422,3781396411,5,train,2000,600
423,3828126014,5,validation,2000,600
424,3857644297,5,train,2000,600
425,3886564688,5,train,2000,600
426,3865718631,5,train,2000,600
427,3979765850,5,validation,2000,600
428,3975414381,5,train,2000,600
429,1536777863,5,train,2000,600
430,1515926704,5,train,2000,600
431,1478331113,5,train,2000,600
432,1507844318,5,train,2000,600
433,1553004123,5,train,2000,600
434,1565695084,5,validation,2000,600
435,1595154997,5,train,2000,600
436,1591101442,5,train,2000,600
437,1435111231,5,validation,2000,600
438,1414030600,5,train,2000,600
439,3327026750,5,validation,2000,600
440,3347844105,5,validation,2000,600
441,3318395472,5,validation,2000,600
442,3288914023,5,train,2000,600
443,3242708706,5,train,2000,600
444,3229983957,5,validation,2000,600
445,3267566220,5,train,2000,600
446,3271651515,5,validation,2000,600
447,3361552262,5,train,2000,600
448,3382664625,5,train,2000,600
449,2129789275,5,train,2000,600
450,2133879660,5,train,2000,600
451,2104939829,5,train,2000,600
452,2092220162,5,validation,2000,600
453,2046536071,5,train,2000,600
454,2017051568,5,train,2000,600
455,2055175657,5,validation,2000,600
456,2075989982,5,train,2000,600
457,1893814499,5,train,2000,600
458,1898134228,5,train,2000,600
459,1816637109,5,validation,2000,600
460,1837483138,5,train,2000,600
461,1875081947,5,train,2000,600
462,1845563628,5,train,2000,600
463,1800275561,5,train,2000,600
464,1787587678,5,train,2000,600
465,1758122503,5,train,2000,600
466,1762179120,5,train,2000,600
467,1649737485,5,train,2000,600
468,1670812986,5,train,2000,600
469,3573270992,5,train,2000,600
470,3577324519,5,train,2000,600
471,3615432126,5,validation,2000,600
472,3602741129,5,train,2000,600
473,3555877132,5,train,2000,600
474,3526363963,5,train,2000,600
475,3497440610,5,train,2000,600
476,3518291797,5,train,2000,600
477,3672676456,5,train,2000,600
478,3677024863,5,train,2000,600
479,2358827398,5,train,2000,600
480,2371531697,5,test,2000,600
481,2400980456,5,test,2000,600
482,2396940255,5,test,2000,600
483,2341564762,5,test,2000,600
484,2320702317,5,test,2000,600
485,2283119924,5,test,2000,600
486,2312621827,5,test,2000,600
487,2190182462,5,test,2000,600
488,2202657289,5,test,2000,600
489,874823395,5,test,2000,600
490,904320212,5,test,2000,600
491,933259917,5,test,2000,600
492,912392378,5,test,2000,600
493,858592831,5,test,2000,600
494,854555656,5,test,2000,600
495,816431697,5,test,2000,600
496,829139046,5,test,2000,600
497,976744283,5,test,2000,600
498,1005946220,5,test,2000,600
499,1951193305,5,test,2000,600
500,3521628900,6,train,2000,600
501,3550573757,6,validation,2000,600
502,3529711242,6,train,2000,600
503,3609987087,6,train,2000,600
504,3605946936,6,train,2000,600
505,3567836257,6,train,2000,600
506,3580540502,6,train,2000,600
507,3728142699,6,train,2000,600
508,3757349724,6,validation,2000,600
509,1754908598,6,train,2000,600
510,1767615873,6,train,2000,600
511,1797067736,6,train,2000,600
512,1793030639,6,validation,2000,600
513,1871736682,6,train,2000,600
514,1850869085,6,train,2000,600
515,1813297924,6,train,2000,600
516,1842794803,6,train,2000,600
517,1720358414,6,train,2000,600
518,1732836409,6,train,2000,600
519,2049730648,6,train,2000,600
520,2079195759,6,train,2000,600
521,2041101366,6,train,2000,600
522,2020267521,6,train,2000,600
523,2099626116,6,train,2000,600
524,2095557299,6,validation,2000,600
525,2124485866,6,train,2000,600
526,2137226973,6,validation,2000,600
527,1950300640,6,train,2000,600
528,1979536343,6,train,2000,600
529,3264220989,6,validation,2000,600
530,3276956938,6,validation,2000,600
531,3239369555,6,train,2000,600
532,3235295588,6,train,2000,600
533,3315181537,6,train,2000,600
534,3294350806,6,validation,2000,600
535,3323818895,6,train,2000,600
536,3353287096,6,train,2000,600
537,3431161477,6,validation,2000,600
538,3443602610,6,train,2000,600
539,1598502788,6,train,2000,600
540,1585798579,6,train,2000,600
541,1556341738,6,train,2000,600
542,1560381917,6,train,2000,600
543,1481547608,6,validation,2000,600
544,1502410095,6,train,2000,600
545,1539984182,6,train,2000,600
546,1510482177,6,train,2000,600
547,1364485692,6,validation,2000,600
548,1352010763,6,train,2000,600
549,3892007137,6,train,2000,600
550,3862510294,6,train,2000,600
551,3833562255,6,train,2000,600
552,3854429880,6,train,2000,600
553,3774019645,6,train,2000,600
554,3778056714,6,validation,2000,600
555,3816172627,6,train,2000,600
556,3803465316,6,train,2000,600
557,3924296025,6,train,2000,600
558,3895094126,6,train,2000,600
559,4115595023,6,train,2000,600
560,4102853944,6,train,2000,600
561,4140444513,6,validation,2000,600
562,4144513366,6,train,2000,600
563,4064761811,6,train,2000,600
564,4085595620,6,train,2000,600
565,4056122301,6,train,2000,600
566,4026657162,6,train,2000,600
567,4217220791,6,train,2000,600
568,4204774528,6,train,2000,600
569,1307744362,6,validation,2000,600
570,1278276189,6,train,2000,600
571,1316375556,6,train,2000,600
572,1337206323,6,validation,2000,600
573,1257975990,6,train,2000,600
574,1262049921,6,train,2000,600
575,1233118424,6,train,2000,600
576,1220382447,6,train,2000,600
577,1138870738,6,train,2000,600
578,1109631973,6,train,2000,600
579,361859132,6,validation,2000,600
580,341041675,6,test,2000,600
581,370498642,6,test,2000,600
582,399980133,6,test,2000,600
583,311959776,6,test,2000,600
584,324684503,6,test,2000,600
585,287110286,6,test,2000,600
586,283025081,6,test,2000,600
587,461560196,6,test,2000,600
588,440447923,6,test,2000,600
589,2905468761,6,test,2000,600
590,2901378414,6,test,2000,600
591,2930326327,6,test,2000,600
592,2943045888,6,test,2000,600
593,2854504325,6,test,2000,600
594,2883988914,6,test,2000,600
595,2845873131,6,test,2000,600
596,2825058780,6,test,2000,600
597,2738798305,6,test,2000,600
598,2734478550,6,test,2000,600
599,3980757347,6,test,2000,600
600,2799762034,7,train,2000,600
601,2762359851,7,train,2000,600
602,2774806044,7,train,2000,600
603,2687187097,7,train,2000,600
604,2716422830,7,train,2000,600
605,2746215671,7,train,2000,600
606,2725086912,7,validation,2000,600
607,2838610429,7,train,2000,600
608,2834541514,7,validation,2000,600
609,530511648,7,train,2000,600
610,509386007,7,validation,2000,600
611,471475022,7,train,2000,600
612,500713849,7,train,2000,600
613,412573692,7,train,2000,600
614,425014731,7,train,2000,600
615,454265746,7,validation,2000,600
616,449962405,7,train,2000,600
617,294495896,7,train,2000,600
618,273665199,7,train,2000,600
619,220944590,7,train,2000,600
620,216609529,7,validation,2000,600
621,246385824,7,train,2000,600
622,258860695,7,train,2000,600
623,170061842,7,train,2000,600
624,199268901,7,train,2000,600
625,161883260,7,validation,2000,600
626,140791371,7,validation,2000,600
627,54004086,7,train,2000,600
628,49963841,7,validation,2000,600
629,3046588331,7,train,2000,600
630,3025491356,7,train,2000,600
631,3054758853,7,train,2000,600
632,3083960818,7,train,2000,600
633,2996737911,7,train,2000,600
634,3009215808,7,train,2000,600
635,2971288345,7,train,2000,600
636,2966956334,7,train,2000,600
637,3146018323,7,train,2000,600
638,3125150756,7,train,2000,600
639,675284754,7,train,2000,600
640,696413477,7,train,2000,600
641,734319484,7,train,2000,600
642,705083723,7,train,2000,600
643,793358286,7,validation,2000,600
644,780912121,7,validation,2000,600
645,751664032,7,train,2000,600
646,755962263,7,train,2000,600
647,642995882,7,validation,2000,600
648,663829661,7,train,2000,600
649,2432458871,7,train,2000,600
650,2436762176,7,train,2000,600
651,2474161177,7,train,2000,600
652,2461720110,7,train,2000,600
653,2549467307,7,train,2000,600
654,2520228508,7,train,2000,600
655,2490440901,7,train,2000,600
656,2511566578,7,train,2000,600
657,2666475983,7,train,2000,600
658,2670550008,7,train,2000,600
659,2185875353,7,train,2000,600
660,2206967214,7,train,2000,600
661,2177702903,7,train,2000,600
662,2148495808,7,train,2000,600
663,2235590469,7,train,2000,600
664,2223115634,7,train,2000,600
665,2261037867,7,train,2000,600
666,2265372956,7,train,2000,600
667,2354748961,7,train,2000,600
668,2375611414,7,train,2000,600
669,989178108,7,train,2000,600
670,993510091,7,validation,2000,600
671,963738770,7,train,2000,600
672,951260837,7,validation,2000,600
673,1039925280,7,train,2000,600
674,1010723351,7,validation,2000,600
675,1048106062,7,validation,2000,600
676,1069203065,7,validation,2000,600
677,887552324,7,train,2000,600
678,891589491,7,train,2000,600
679,1654044842,7,train,2000,600
680,1666503325,7,test,2000,600
681,1628597444,7,test,2000,600
682,1624246003,7,test,2000,600
683,1704923254,7,test,2000,600
684,1683847745,7,test,2000,600
685,1713095704,7,test,2000,600
686,1742319151,7,test,2000,600
687,1820715282,7,test,2000,600
688,1833403173,7,test,2000,600
689,3660242895,7,test,2000,600
690,3689461240,7,test,2000,600
691,3652062113,7,test,2000,600
692,3630981526,7,test,2000,600
693,3710088979,7,test,2000,600
694,3705740580,7,test,2000,600
695,3735528317,7,test,2000,600
696,3747989834,7,test,2000,600
697,3560541815,7,test,2000,600
698,3590054976,7,test,2000,600
699,2588064245,7,test,2000,600
700,912254947,8,train,2000,600
701,874076602,8,validation,2000,600
702,903558029,8,train,2000,600
703,815015176,8,train,2000,600
704,827739967,8,train,2000,600
705,856748390,8,train,2000,600
706,852663121,8,validation,2000,600
707,965663852,8,train,2000,600
708,944551515,8,validation,2000,600
709,2401364657,8,train,2000,600
710,2397274246,8,train,2000,600
711,2359639775,8,train,2000,600
712,2372359400,8,train,2000,600
713,2284339821,8,validation,2000,600
714,2313824346,8,validation,2000,600
715,2343343619,8,train,2000,600
716,2322529332,8,train,2000,600
717,2167585545,8,train,2000,600
718,2163265854,8,train,2000,600
719,2643739999,8,train,2000,600
720,2622893928,8,train,2000,600
721,2651885873,8,train,2000,600
722,2681404166,8,validation,2000,600
723,2594041219,8,train,2000,600
724,2606729140,8,train,2000,600
725,2568567277,8,train,2000,600
726,2564510682,8,train,2000,600
727,2475103463,8,train,2000,600
728,2454027984,8,train,2000,600
729,623387194,8,validation,2000,600
730,619333645,8,train,2000,600
731,648869460,8,validation,2000,600
732,661560419,8,train,2000,600
733,572623590,8,train,2000,600
734,602136785,8,train,2000,600
735,564485768,8,train,2000,600
736,543634623,8,validation,2000,600
737,725316482,8,train,2000,600
738,720968117,8,train,2000,600
739,3103726211,8,train,2000,600
740,3107811508,8,train,2000,600
741,3145453293,8,validation,2000,600
742,3132728538,8,train,2000,600
743,3220615775,8,validation,2000,600
744,3191134312,8,train,2000,600
745,3161613873,8,train,2000,600
746,3182431238,8,train,2000,600
747,3068939067,8,train,2000,600
748,3073253644,8,train,2000,600
749,4423142,8,validation,2000,600
750,25237457,8,train,2000,600
751,63416712,8,validation,2000,600
752,33932223,8,train,2000,600
753,122344762,8,train,2000,600
754,109625101,8,train,2000,600
755,80609620,8,train,2000,600
756,84700003,8,train,2000,600
757,240135262,8,train,2000,600
758,261244521,8,train,2000,600
759,318165512,8,validation,2000,600
760,322222143,8,validation,2000,600
761,292685414,8,train,2000,600
762,279997521,8,train,2000,600
763,369064660,8,train,2000,600
764,339546339,8,train,2000,600
765,377204410,8,train,2000,600
766,398050445,8,train,2000,600
767,484803504,8,validation,2000,600
768,489154951,8,train,2000,600
769,2857022829,8,train,2000,600
770,2877874010,8,train,2000,600
771,2848874755,8,train,2000,600
772,2819361588,8,train,2000,600
773,2906856881,8,train,2000,600
774,2894165894,8,train,2000,600
775,2932328927,8,train,2000,600
776,2936382440,8,train,2000,600
777,2757354709,8,train,2000,600
778,2778435298,8,train,2000,600
779,4062815547,8,train,2000,600
780,4092317452,8,test,2000,600
781,4054675797,8,test,2000,600
782,4033813346,8,test,2000,600
783,4112518631,8,test,2000,600
784,4108478416,8,test,2000,600
785,4137998729,8,test,2000,600
786,4150703038,8,test,2000,600
787,4231722115,8,test,2000,600
788,4260929204,8,test,2000,600
789,1251328606,8,test,2000,600
790,1264035945,8,test,2000,600
791,1225856560,8,test,2000,600
792,1221819399,8,test,2000,600
793,1302096514,8,test,2000,600
794,1281228981,8,test,2000,600
795,1310244588,8,test,2000,600
796,1339741403,8,test,2000,600
797,1149670374,8,test,2000,600
798,1162148305,8,test,2000,600
799,184394852,8,test,2000,600
800,1096341365,9,train,2000,600
801,1126066476,9,train,2000,600
802,1121714971,9,validation,2000,600
803,1200821662,9,train,2000,600
804,1179746217,9,train,2000,600
805,1142407664,9,train,2000,600
806,1171631047,9,train,2000,600
807,1317661946,9,validation,2000,600
808,1330349773,9,train,2000,600
809,4163295783,9,train,2000,600
810,4192514064,9,validation,2000,600
811,4221701705,9,train,2000,600
812,4200621182,9,validation,2000,600
813,4281299707,9,validation,2000,600
814,4276951244,9,train,2000,600
815,4239107733,9,train,2000,600
816,4251569314,9,train,2000,600
817,4130704287,9,train,2000,600
818,4160217512,9,train,2000,600
819,3935532489,9,train,2000,600
820,3947962366,9,train,2000,600
821,3910640039,9,train,2000,600
822,3906325392,9,train,2000,600
823,3986349333,9,validation,2000,600
824,3965237026,9,train,2000,600
825,3994945915,9,train,2000,600
826,4024197964,9,train,2000,600
827,3833603185,9,train,2000,600
828,3846327878,9,train,2000,600
829,1378816684,9,train,2000,600
830,1408071835,9,train,2000,600
831,1370212034,9,train,2000,600
832,1349102837,9,train,2000,600
833,1428601456,9,validation,2000,600
834,1424281671,9,train,2000,600
835,1453485598,9,train,2000,600
836,1465910313,9,train,2000,600
837,1547453204,9,train,2000,600
838,1576937763,9,train,2000,600
839,3489147413,9,train,2000,600
840,3459924002,9,train,2000,600
841,3430743675,9,train,2000,600
842,3451819084,9,train,2000,600
843,3371270857,9,train,2000,600
844,3375622398,9,validation,2000,600
845,3413464743,9,train,2000,600
846,3401006224,9,validation,2000,600
847,3253435309,9,train,2000,600
848,3223916954,9,train,2000,600
849,2000964976,9,validation,2000,600
850,1988503367,9,train,2000,600
851,1958779166,9,validation,2000,600
852,1963127593,9,train,2000,600
853,1884153260,9,train,2000,600
854,1905233819,9,train,2000,600
855,1942565314,9,train,2000,600
856,1913347061,9,train,2000,600
857,2035752136,9,train,2000,600
858,2023061247,9,train,2000,600
859,1710351006,9,train,2000,600
860,1681098921,9,train,2000,600
861,1718957808,9,validation,2000,600
862,1740070087,9,train,2000,600
863,1660439106,9,train,2000,600
864,1664753781,9,train,2000,600
865,1635556908,9,train,2000,600
866,1623127067,9,train,2000,600
867,1810019110,9,train,2000,600
868,1780537617,9,validation,2000,600
869,3712845307,9,train,2000,600
870,3700420556,9,train,2000,600
871,3737735573,9,train,2000,600
872,3742055330,9,train,2000,600
873,3661901095,9,train,2000,600
