mode,fault_id,channel,mean_delta_auroc,mean_delta_auprc,positive_seeds,max_abs_pre_fpr_shift,stable_material
zero,4,3,0.006659696843853901,0.005528975152207072,5,0.0012499999999999994,False
zero,4,4,0.005251121262458502,0.0038667773493365363,5,0.002749999999999999,False
zero,4,5,0.0,0.0,0,0.0,False
zero,4,6,0.008420352990033275,0.007084971206123702,5,0.0024999999999999988,False
zero,4,7,0.0003982142857142934,0.00033433874831849674,3,0.0010000000000000009,False
zero,4,8,4.5651993355533274e-05,2.8927314409377124e-05,3,0.0005000000000000004,False
zero,4,9,0.0,0.0,0,0.0,False
zero,4,10,0.4198081519933556,0.32728765575934293,5,0.0009999999999999992,True
zero,4,11,2.1951827242627786e-05,1.770027530225704e-05,3,0.0007500000000000007,False
zero,5,1,0.0007679651162790901,0.001400732401379745,4,0.0032499999999999994,False
zero,5,2,0.003351021594684411,0.0033992059512138574,5,0.0012499999999999994,False
zero,5,3,0.0006372591362126201,0.0003297705845257015,4,0.0007499999999999989,False
zero,5,4,0.0020859053156146333,0.0012792387221032485,5,0.0017499999999999998,False
zero,5,5,0.0,0.0,0,0.0,False
zero,5,6,-0.004097898671096367,-0.0027768252462304853,0,0.0007500000000000007,False
zero,5,7,-0.00042313538205981385,-0.0004000102381438886,1,0.0010000000000000009,False
zero,5,8,-9.484219269103588e-05,-0.00011627433118568397,2,0.0009999999999999992,False
zero,5,9,0.0,0.0,0,0.0,False
zero,5,10,-0.0002097840531561479,-0.00022577575104913982,1,0.0007500000000000007,False
zero,5,11,0.0005731270764119612,0.0002002871839018372,4,0.0005000000000000004,False
zero,6,1,-6.714285714291002e-05,-2.6672400431992928e-05,0,0.002,False
zero,6,2,-6.903654485053145e-05,-3.0478880818574083e-05,0,0.0012499999999999994,False
zero,6,3,-8.388704318944562e-05,-2.6021527108865962e-05,0,0.0012499999999999994,False
zero,6,4,-1.5307308970058388e-05,-6.8026579109536914e-06,1,0.0007500000000000007,False
zero,6,5,0.0,0.0,0,0.0,False
zero,6,6,-4.28571428572333e-06,-3.4692106294142987e-06,2,0.0002500000000000002,False
zero,6,7,-1.779900332226081e-05,-6.144882914060901e-06,1,0.0007500000000000007,False
zero,6,8,-1.5456810631220287e-05,-5.173164362437532e-06,2,0.0005000000000000004,False
zero,6,9,0.0,0.0,0,0.0,False
zero,6,10,-1.486710963451987e-05,-6.017763661514408e-06,1,0.0005000000000000004,False
zero,6,11,7.217607973464268e-06,2.389213360420861e-06,3,0.0007499999999999989,False
zero,7,1,-4.8787375415293435e-05,-3.657133008143632e-05,0,0.00375,False
zero,7,2,-5.6187707641042195e-06,-9.310942577833714e-07,3,0.0012499999999999994,False
zero,7,3,3.589700996680101e-05,1.7428619327319873e-05,5,0.0014999999999999996,False
zero,7,4,0.4158055149501661,0.2951578355298696,5,0.0025000000000000005,True
zero,7,5,0.0,0.0,0,0.0,False
zero,7,6,6.879152823922042e-05,2.521793569434383e-05,5,0.002,False
zero,7,7,-2.98089700996762e-05,-1.4196293082457955e-05,0,0.0012499999999999994,False
zero,7,8,-1.4850498338825346e-05,-5.059190371325961e-06,2,0.0007499999999999989,False
zero,7,9,0.0,0.0,0,0.0,False
zero,7,10,2.2840531561652e-06,4.320561340254159e-07,3,0.0010000000000000009,False
zero,7,11,-8.181063122880693e-06,-3.061653638303241e-06,1,0.0005000000000000004,False
zero,8,1,9.333471760797352e-05,0.00011128629627108478,3,0.0009999999999999992,False
zero,8,2,0.0005304983388705109,0.00026155970979881984,5,0.0012499999999999994,False
zero,8,3,-0.0003349626245847226,-0.00019222764637814028,0,0.0025000000000000005,False
zero,8,4,0.0004170598006645321,0.00019045607927934416,5,0.0012499999999999994,False
zero,8,5,0.0,0.0,0,0.0,False
zero,8,6,-6.556893687701404e-05,-1.1141521773994078e-05,3,0.001999999999999999,False
zero,8,7,0.00010204318936886114,7.484714738432707e-05,4,0.0015000000000000013,False
zero,8,8,9.822259136220702e-05,6.161528276533712e-05,5,0.0005000000000000004,False
zero,8,9,0.0,0.0,0,0.0,False
zero,8,10,2.7969269103045314e-05,1.837952519017083e-05,3,0.0005000000000000004,False
zero,8,11,3.469269102998052e-05,1.785200300974399e-05,3,0.0005000000000000004,False
zero,9,1,0.008238010797342188,0.006276877013028925,5,0.0025000000000000005,False
zero,9,2,0.006427429401993345,0.012108226387286859,5,0.0012500000000000011,False
zero,9,3,-0.0009575456810631211,-0.00047570664249683146,0,0.0014999999999999996,False
zero,9,4,0.0025670182724252476,0.0020832286147391965,5,0.0024999999999999988,False
zero,9,5,0.0,0.0,0,0.0,False
zero,9,6,-0.0029050498338870634,-0.002685054757314664,0,0.0005000000000000004,False
zero,9,7,-0.0005533471760797548,-8.755139157781144e-05,1,0.0014999999999999996,False
zero,9,8,3.0303156146183065e-05,4.508791981934212e-05,3,0.0009999999999999992,False
zero,9,9,0.0,0.0,0,0.0,False
zero,9,10,0.00043835132890364116,0.0007685128608703184,4,0.0012499999999999994,False
zero,9,11,-2.894518272427149e-05,6.184973379317338e-05,2,0.0009999999999999992,False
zero,10,1,0.006315739202657755,0.0039008266157923633,5,0.006500000000000001,False
zero,10,2,0.008293941029900354,0.005201775885661753,5,0.011000000000000001,False
zero,10,3,0.0023823380398670492,0.0014488534585134216,5,0.0007500000000000007,False
zero,10,4,0.0021801702657806787,0.0012198294195896685,5,0.002,False
zero,10,5,0.0,0.0,0,0.0,False
zero,10,6,0.0031084219269102986,0.0017108403556611363,5,0.0009999999999999992,False
zero,10,7,0.0009907724252491644,0.0006214533302985493,4,0.0012499999999999994,False
zero,10,8,0.00015781146179398852,0.00010592265686777402,5,0.0007500000000000007,False
zero,10,9,0.0,0.0,0,0.0,False
zero,10,10,-3.3176910298959863e-05,-1.2370302197295401e-05,1,0.0005000000000000004,False
zero,10,11,0.00016709717607972242,9.698602992322947e-05,5,0.0012499999999999994,False
zero,11,1,0.002148010797342259,0.0012860309706090422,5,0.003,False
zero,11,2,0.0028032184385382575,0.0016942696630696918,5,0.002,False
zero,11,3,0.001196420265780751,0.0006528446866973514,5,0.0019999999999999983,False
zero,11,4,0.0013774044850498601,0.000737816788778689,5,0.002,False
zero,11,5,0.0,0.0,0,0.0,False
zero,11,6,-0.0009595265780730333,-0.0005436439730737375,1,0.0017499999999999998,False
zero,11,7,-0.00036056478405308565,-0.00019140585446366653,0,0.0010000000000000009,False
zero,11,8,8.820598006686886e-06,1.3802144366859004e-05,2,0.0005000000000000004,False
zero,11,9,0.0,0.0,0,0.0,False
zero,11,10,0.023948455149501703,0.013356135317771823,5,0.0002500000000000002,True
zero,11,11,-7.497093023254298e-05,-4.245759640630897e-05,1,0.0002500000000000002,False
zero,12,1,0.019491117109634536,0.014330581607021853,5,0.002,False
zero,12,2,0.021387578903654458,0.016064579768424903,5,0.0017499999999999998,True
zero,12,3,0.005832225913621247,0.004191162946435312,5,0.0014999999999999996,False
zero,12,4,0.008354680232558098,0.00626254108574309,5,0.0024999999999999988,False
zero,12,5,0.0,0.0,0,0.0,False
zero,12,6,-0.0042378405315614655,-0.0023787190880277366,0,0.0009999999999999992,False
zero,12,7,-0.00047835548172761035,-0.00048563274423352176,2,0.002,False
zero,12,8,-5.379983388709153e-05,-2.5142038128400655e-05,2,0.0009999999999999992,False
zero,12,9,0.0,0.0,0,0.0,False
zero,12,10,0.00013945598006643857,0.00013829557108093748,4,0.0010000000000000009,False
zero,12,11,0.00043279069767441223,0.00024178749753651642,4,0.0009999999999999992,False
zero,13,1,0.0011836794019932872,0.0005710802213480859,5,0.0027500000000000007,False
zero,13,2,0.0013991445182724327,0.0005610640566132696,5,0.004,False
zero,13,3,-0.00023810215946844514,-3.588044880435959e-05,0,0.0017499999999999998,False
zero,13,4,0.00012328073089695746,8.251830509786728e-05,4,0.0012500000000000011,False
zero,13,5,0.0,0.0,0,0.0,False
zero,13,6,-0.0002314742524917257,-9.555572702761861e-05,0,0.002,False
zero,13,7,9.575581395351306e-05,5.2959062033930414e-05,5,0.0012499999999999994,False
zero,13,8,5.078903654531786e-06,5.41791531483149e-06,3,0.0007499999999999989,False
zero,13,9,0.0,0.0,0,0.0,False
zero,13,10,2.6602990033186556e-05,1.8223953428830875e-05,3,0.0007499999999999989,False
zero,13,11,-2.5386212624578518e-05,-4.533813339113734e-06,1,0.0005000000000000004,False
zero,14,1,0.00045148671096351123,0.0002819954866987162,5,0.0017499999999999998,False
zero,14,2,0.0006966112956810378,0.00044701972379850296,5,0.002999999999999999,False
zero,14,3,0.0002101661129568333,0.00012387353094953646,5,0.002,False
zero,14,4,2.8887043189373962e-05,5.2368641709787946e-05,2,0.0022499999999999985,False
zero,14,5,0.0,0.0,0,0.0,False
zero,14,6,0.00017720099667777322,0.00010569459971461192,4,0.0012499999999999994,False
zero,14,7,8.305647840489705e-06,5.9869522394118135e-06,3,0.0012499999999999994,False
zero,14,8,-1.156561461792549e-05,-3.604760798880946e-06,3,0.0005000000000000004,False
zero,14,9,0.0,0.0,0,0.0,False
zero,14,10,0.0004954069767442393,0.0003094615336975526,5,0.0005000000000000004,False
zero,14,11,4.526578073082988e-06,1.2716944926660645e-06,3,0.0007500000000000007,False
zero,15,1,0.0030094186046511597,0.0037147711365325352,5,0.002,False
zero,15,2,0.009068235049833872,0.009203544421090282,5,0.0014999999999999996,False
zero,15,3,0.004844310631229231,0.006211950992199911,5,0.0045000000000000005,False
zero,15,4,0.002425141196013292,0.002051482435318497,5,0.0007499999999999989,False
zero,15,5,0.0,0.0,0,0.0,False
zero,15,6,0.00029004568106312246,-3.3382035337559125e-05,2,0.0017499999999999998,False
zero,15,7,0.0005452450166112844,0.00018669291910806686,4,0.0009999999999999992,False
zero,15,8,2.8181063122900695e-05,-5.3678306732884985e-05,3,0.0007499999999999989,False
zero,15,9,0.0,0.0,0,0.0,False
zero,15,10,-9.253737541528028e-05,-0.0002303006975278299,1,0.0007500000000000007,False
zero,15,11,-0.00012583056478405742,-4.606745795354694e-05,2,0.0005000000000000004,False
zero,16,1,0.0026078073089701006,0.003247485420807128,5,0.0024999999999999988,False
zero,16,2,0.00425540697674418,0.0018671259407841978,5,0.0024999999999999988,False
zero,16,3,-0.002775490033222594,-0.00100016613473084,0,0.0017499999999999998,False
zero,16,4,0.0036918313953488322,0.0038694068467810096,5,0.0017500000000000016,False
zero,16,5,0.0,0.0,0,0.0,False
zero,16,6,0.002109725913621241,0.001606103696006822,5,0.002,False
zero,16,7,0.000220502491694341,0.0004159255005565576,3,0.0007499999999999989,False
zero,16,8,-2.9385382059810005e-05,1.0825902746880445e-05,1,0.0009999999999999992,False
zero,16,9,0.0,0.0,0,0.0,False
zero,16,10,-8.91320598006562e-05,-0.00011407675809165241,1,0.0007499999999999989,False
zero,16,11,0.00022727159468436398,-1.6269591643847114e-05,5,0.0007500000000000007,False
zero,17,1,1.2533222591337711e-05,0.00016575610207270053,2,0.00425,False
zero,17,2,0.000671698504983409,0.0004900222764068652,4,0.0055,False
zero,17,3,-0.00022463455149501765,-6.417020158000497e-06,0,0.0015000000000000005,False
zero,17,4,0.00018852990033222384,9.94704415909542e-05,4,0.0012500000000000002,False
zero,17,5,0.0,0.0,0,0.0,False
zero,17,6,0.0007743770764119917,0.00029669316229645747,5,0.002,False
zero,17,7,-0.0003290822259136128,-0.00014379572271174811,0,0.0010000000000000009,False
zero,17,8,9.551495016668632e-06,8.857139220319609e-06,2,0.0007499999999999998,False
zero,17,9,0.0,0.0,0,0.0,False
zero,17,10,-6.430647840531823e-05,-2.9726474011715353e-05,1,0.0007500000000000007,False
zero,17,11,-6.0448504983412475e-05,-1.6752462334368447e-05,1,0.0004999999999999987,False
zero,18,1,0.006720170265780712,0.004084862688785029,5,0.0025000000000000005,False
zero,18,2,0.008632807308970114,0.0053849308519048344,5,0.0017499999999999998,False
zero,18,3,0.0016615116279069752,0.0010459330268184797,5,0.002,False
zero,18,4,0.0036846220930232486,0.002243355909755018,5,0.002749999999999999,False
zero,18,5,0.0,0.0,0,0.0,False
zero,18,6,0.0016369975083056377,0.0008912650904150388,5,0.0024999999999999988,False
zero,18,7,4.737126245846213e-05,5.359524096570922e-05,2,0.0007499999999999989,False
zero,18,8,8.556893687705625e-05,6.616736022502234e-05,2,0.0012499999999999994,False
zero,18,9,0.0,0.0,0,0.0,False
zero,18,10,-0.0005522134551495083,-0.0003512167681907652,1,0.0005000000000000004,False
zero,18,11,6.023255813951689e-05,2.4402643589205297e-05,3,0.0019999999999999983,False
zero,19,1,0.005485390365448506,0.0035959537402377563,5,0.00375,False
zero,19,2,0.008296129568106348,0.005210341880817371,5,0.0017499999999999998,False
zero,19,3,0.001087479235880373,0.0007582613367270064,5,0.002,False
zero,19,4,0.002078442691029969,0.001254316452435389,5,0.0014999999999999996,False
zero,19,5,0.0,0.0,0,0.0,False
zero,19,6,0.0010019186046511751,0.0006152337571685429,5,0.0007500000000000007,False
zero,19,7,0.07627120431893689,0.045157317367839414,5,0.0010000000000000009,True
zero,19,8,0.07110468438538206,0.04274463161431179,5,0.0007500000000000007,True
zero,19,9,0.0,0.0,0,0.0,False
zero,19,10,-0.00014348006644515632,-6.372889328440934e-05,2,0.0005000000000000004,False
zero,19,11,-5.9593023256310215e-06,-5.542147180870316e-06,3,0.0005000000000000004,False
zero,20,1,-0.0003312624584717261,-0.00011287970500482026,0,0.0024999999999999988,False
zero,20,2,0.000443916112956888,0.00032353866491168225,5,0.0037500000000000007,False
zero,20,3,0.00020138704318946045,0.00012248252197666343,4,0.002,False
zero,20,4,8.309800664456635e-05,8.204028899845283e-05,3,0.0024999999999999996,False
zero,20,5,0.0,0.0,0,0.0,False
zero,20,6,0.0003841196013289583,0.00019821508041035775,5,0.0022499999999999985,False
zero,20,7,0.00036575581395354996,0.0002681464949738421,4,0.0009999999999999992,False
zero,20,8,1.7304817275731742e-05,1.2090071106674039e-05,4,0.0009999999999999992,False
zero,20,9,0.0,0.0,0,0.0,False
zero,20,10,-1.8463455149508868e-05,3.3756283507990757e-06,2,0.0007500000000000007,False
zero,20,11,-1.1702657807255434e-05,4.365128784677985e-06,1,0.0012499999999999994,False
zero,21,1,-0.009328629568106307,-0.0107767393722507,0,0.004749999999999999,False
zero,21,2,-0.012004983388704338,-0.013992869295226428,0,0.00275,False
zero,21,3,0.005061428571428583,0.004419342304233154,5,0.002749999999999999,False
zero,21,4,0.0023644310631229515,0.0015243913162948709,5,0.0017500000000000016,False
zero,21,5,0.0,0.0,0,0.0,False
zero,21,6,0.002643999169435218,0.0022063235108669586,5,0.0022500000000000003,False
zero,21,7,-0.00011689784053152686,-0.0002853606820106158,3,0.0009999999999999992,False
zero,21,8,8.57475083056558e-05,-0.00016399008987664221,2,0.0009999999999999992,False
zero,21,9,0.0,0.0,0,0.0,False
zero,21,10,9.251245847178292e-05,-0.00010582176659896802,3,0.0009999999999999992,False
zero,21,11,0.00045594269102988694,0.00026002992353333363,4,0.0005000000000000004,False
zero,22,1,0.007617915282392041,0.0017460270771279874,5,0.004,False
zero,22,2,0.0033819310631229226,0.005379663813627045,5,0.0024999999999999988,False
zero,22,3,0.0009875124584717509,-0.00011683187153097574,5,0.0015000000000000013,False
zero,22,4,0.005264364617940198,0.006896127954567755,5,0.0025000000000000005,False
zero,22,5,0.0,0.0,0,0.0,False
zero,22,6,-0.007348151993355456,-0.005561714228394199,0,0.0022500000000000003,False
zero,22,7,0.0004186254152823921,0.0006963463791342494,5,0.0007499999999999989,False
zero,22,8,-2.9754983388707857e-05,0.0002021904778181538,3,0.0009999999999999992,False
zero,22,9,0.0,0.0,0,0.0,False
zero,22,10,0.0005880730897010134,0.0005988048074082152,5,0.0005000000000000004,False
zero,22,11,-2.9190199335538124e-05,6.760794989046915e-06,4,0.0015000000000000013,False
zero,23,1,0.007730319767441873,0.006687534093568282,5,0.0014999999999999996,False
zero,23,2,0.014146524086378709,0.015360954397993587,5,0.006500000000000001,False
zero,23,3,0.02140235049833883,0.017087681158209623,5,0.0010000000000000009,True
zero,23,4,0.0016822134551494727,0.001961000843730143,5,0.0025000000000000005,False
zero,23,5,0.0,0.0,0,0.0,False
zero,23,6,0.0013078446843853841,0.0016148193796862165,5,0.0017499999999999998,False
zero,23,7,4.29360465115991e-05,0.0001460827061127823,3,0.0007499999999999989,False
zero,23,8,-1.7682724252465754e-05,0.0001047580907410417,1,0.0009999999999999992,False
zero,23,9,0.0,0.0,0,0.0,False
zero,23,10,-5.000415282392367e-05,-0.00016123009705939494,2,0.0010000000000000009,False
zero,23,11,-8.737956810633829e-05,6.401692950979143e-05,3,0.0005000000000000004,False
zero,24,1,0.06615494601328904,0.039005001288733056,5,0.0025000000000000005,True
zero,24,2,0.0038899792358803474,0.002181993257665771,5,0.002749999999999999,False
zero,24,3,0.0014528488372092863,0.0007791390003916154,5,0.0022500000000000003,False
zero,24,4,0.0012211918604651873,0.0006184801649844696,5,0.0024999999999999996,False
zero,24,5,0.0,0.0,0,0.0,False
zero,24,6,-0.002647790697674357,-0.0015223229105806092,0,0.0010000000000000009,False
zero,24,7,0.0003518770764119994,0.00019560838166603477,5,0.0014999999999999996,False
zero,24,8,6.227990033222942e-05,2.651082745304123e-05,3,0.0004999999999999987,False
zero,24,9,0.0,0.0,0,0.0,False
zero,24,10,9.99127906976316e-05,5.464223418205627e-05,4,0.0012499999999999994,False
zero,24,11,-2.774086378720675e-06,5.435217116289692e-06,2,0.0014999999999999996,False
zero,25,1,0.0084937167774086,0.005701836095205248,5,0.00375,False
zero,25,2,0.228231823089701,0.1751285274177316,5,0.003,True
zero,25,3,0.0032546553156146186,0.0022958140361576175,5,0.0032499999999999994,False
zero,25,4,0.005534667774086355,0.0036635148344296596,5,0.0022500000000000003,False
zero,25,5,0.0,0.0,0,0.0,False
zero,25,6,0.0029658388704318916,0.0022686254610758683,4,0.002749999999999999,False
zero,25,7,0.0012092691029900403,0.000790686303916388,4,0.0017499999999999998,False
zero,25,8,0.0001658305647840086,0.00011058278306161907,4,0.0007500000000000007,False
zero,25,9,0.0,0.0,0,0.0,False
zero,25,10,0.00026995847176078944,0.00019338023227988277,4,0.0005000000000000004,False
zero,25,11,0.00013868770764116078,7.197324309664577e-05,3,0.0010000000000000009,False
zero,26,1,0.005273970099667791,0.0032795536286395867,5,0.002,False
zero,26,2,0.008230402823920336,0.004929050608288366,5,0.0022500000000000003,False
zero,26,3,0.0020301619601329037,0.0011799061072182092,5,0.0014999999999999996,False
zero,26,4,0.3675607350498339,0.30374624667628375,5,0.002,True
zero,26,5,0.0,0.0,0,0.0,False
zero,26,6,-2.4431063122909437e-05,3.738748020043481e-05,1,0.0035000000000000005,False
zero,26,7,0.00043532807308976906,0.0002624399137817424,5,0.0014999999999999996,False
zero,26,8,-0.000198264119601288,-9.325683846199695e-05,0,0.0010000000000000009,False
zero,26,9,0.0,0.0,0,0.0,False
zero,26,10,0.00011156561461791447,5.817304901212239e-05,3,0.0005000000000000004,False
zero,26,11,6.26204318936896e-05,3.131327810648177e-05,3,0.0010000000000000009,False
zero,27,1,0.013792720099667788,0.010275628380983014,5,0.002,False
zero,27,2,0.014871719269103,0.01286345891444427,5,0.003000000000000001,False
zero,27,3,0.008244779900332233,0.0057500620057465476,5,0.0005000000000000004,False
zero,27,4,0.006893563122923574,0.005497177946136134,5,0.0012500000000000011,False
zero,27,5,0.0,0.0,0,0.0,False
zero,27,6,-0.0007066112956810588,-0.00013063504451595875,2,0.0009999999999999992,False
zero,27,7,-3.248754152824773e-05,-4.2745420115641865e-05,3,0.0007500000000000007,False
zero,27,8,0.0003924667774086288,0.0002214660890893727,5,0.0010000000000000009,False
zero,27,9,0.0,0.0,0,0.0,False
zero,27,10,0.03366117109634552,0.02178925595620096,5,0.0002500000000000002,True
zero,27,11,2.438953488375084e-05,2.2394645788903488e-07,3,0.0002500000000000002,False
zero,28,1,0.009533143687707657,0.01203528470245585,5,0.003000000000000001,False
zero,28,2,0.01239819352159468,0.01366604983521329,5,0.0045000000000000005,False
zero,28,3,0.0035674750830564815,0.0046449977844773786,5,0.0022500000000000003,False
zero,28,4,0.007981532392026569,0.00821420946958613,5,0.002,False
zero,28,5,0.0,0.0,0,0.0,False
zero,28,6,-0.0014296428571428875,-1.7765941852032618e-05,0,0.0017499999999999998,False
zero,28,7,-9.577657807307016e-05,-0.00026466440018515505,2,0.0012499999999999994,False
zero,28,8,-1.860465116254595e-06,9.248919309949866e-05,4,0.0012499999999999994,False
zero,28,9,0.0,0.0,0,0.0,False
zero,28,10,-9.612956810629569e-05,4.891267548070566e-05,2,0.0014999999999999996,False
zero,28,11,0.00031494601328905245,0.00033176339950236056,5,0.0012499999999999994,False
